real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,SSA-PLSTM,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer,PREDS
0.1045335,0.1057617,0.094989117,0.079251024,0.088741763,0.11859508,0.13622856,0.13529782,0.10282406,0.10508001,0.037833764,0.028584302,0.05859701,0.076778413,0.097399965,0.100324064,0.112144545,0.09640604,0.049137608,0.148110401,0.038842797,0.155691075,0.111548596,0.099935006,0.098465895,0.112871733,0.1028101,0.0965028,0.133016057,0.103403546,0.064711645,0.22454087
0.0924099,0.1099033,0.091499587,0.109855721,0.120527959,0.152503,0.17010464,0.17812468,0.13732323,0.1427113,0.042594909,0.024596874,0.062339835,0.077200949,0.10387732,0.106272295,0.12358335,0.10276051,0.07035082,0.170384269,0.056526944,0.177828634,0.113912984,0.100158418,0.100487969,0.114658986,0.09274905,0.087273095,0.120181786,0.091840289,0.123143144,0.22469956
0.0681149,0.07549,0.161704038,0.097810668,0.111736994,0.14395915,0.16317171,0.1674461,0.12831792,0.13393925,0.037443735,0.021499427,0.054274312,0.070310206,0.09176479,0.096579954,0.112088144,0.08917631,0.044526914,0.142859801,0.027386158,0.160928569,0.107598979,0.092047259,0.094427739,0.104920416,0.063646722,0.054423124,0.092381053,0.060145598,0.09318231,0.21142475
0.0788184,0.1217116,0.106770338,0.078108908,0.084938515,0.11948027,0.13821046,0.13681711,0.103624165,0.10683629,0.033321317,0.022055272,0.049407472,0.06753409,0.08751497,0.09305532,0.10404132,0.086177364,0.016389108,0.109800116,0.004426637,0.12753388,0.107949989,0.095061976,0.092434412,0.105438213,0.07717023,0.06743703,0.107510093,0.07452834,0.06569144,0.17205885
0.1037233,0.1023634,0.099897524,0.087572515,0.098646404,0.1275596,0.14493875,0.14646801,0.11189549,0.11486943,0.04045505,0.025777463,0.057691701,0.07320997,0.099672735,0.102285236,0.11501141,0.098977104,0.023374233,0.11329455,0.008337515,0.125779307,0.115149681,0.103588372,0.098538896,0.113633214,0.102538957,0.096827471,0.132269481,0.102966084,0.07453598,0.17392384
0.0840017,0.0750368,0.096936774,0.10836941,0.122672773,0.1525403,0.170568,0.1781327,0.13721742,0.14313646,0.049543851,0.029773329,0.065887946,0.076562579,0.10072528,0.10367352,0.12089442,0.09863292,0.038878723,0.128543264,0.02005667,0.145737775,0.117141257,0.102430591,0.102476843,0.115483986,0.082431369,0.076431747,0.110202452,0.080631418,0.11543758,0.17116146
0.0681917,0.2296233,0.084612992,0.091072966,0.102405435,0.13585246,0.15513207,0.15741442,0.12015459,0.12477399,0.049637065,0.034606769,0.06441104,0.072500247,0.089374766,0.094686285,0.10893954,0.08699049,0.01315578,0.097850683,-0.006662329,0.128543988,0.115080014,0.099566124,0.101727014,0.111879214,0.063992977,0.054165714,0.092973028,0.061038908,0.081947684,0.14835933
0.0875199,0.1961817,0.110662654,0.078259545,0.086621992,0.11883636,0.13721605,0.13590558,0.103062585,0.105822235,0.052659517,0.041551863,0.068831262,0.07446521,0.090847835,0.095492914,0.10681392,0.09002918,-0.000644777,0.077662154,-0.015324981,0.107292609,0.119000153,0.106979804,0.103770244,0.11830852,0.086680108,0.077690823,0.116974113,0.084436592,0.0658631,0.122719586
0.1037066,0.1034684,0.098813624,0.094725645,0.107124685,0.13597362,0.15332492,0.1571416,0.120445535,0.12409094,0.064064419,0.049530837,0.082825586,0.082920911,0.1025631,0.104736075,0.11892785,0.10152361,0.021687414,0.098188381,0.00262235,0.12272037,0.123659863,0.112306652,0.107313611,0.123505283,0.102605432,0.097342544,0.131812285,0.103043216,0.088781044,0.12717928
0.07599,0.0750368,0.077472364,0.108439041,0.120893434,0.15322615,0.17167339,0.17892154,0.13782999,0.14440672,0.072465092,0.056203827,0.090738773,0.086680234,0.09725824,0.10118964,0.1180868,0.09517592,0.036970232,0.112000882,0.014088412,0.146932517,0.119993921,0.105073125,0.104463738,0.118705565,0.073740249,0.066816626,0.10150972,0.071385649,0.11001022,0.12477875
0.0680767,0.0926567,0.093861246,0.084083362,0.095274475,0.12814116,0.14737284,0.14780022,0.112331405,0.116261035,0.071210663,0.062659832,0.089303552,0.086102342,0.08643024,0.09213948,0.1047917,0.08434655,0.012985415,0.081264225,-0.008545716,0.129095241,0.115761073,0.101582862,0.100024455,0.112951122,0.064297661,0.054061209,0.09405456,0.06077039,0.07423046,0.0916851
0.0937651,0.1057617,0.104300553,0.078137621,0.086719073,0.11800897,0.13597262,0.13469632,0.10222684,0.10467161,0.075795624,0.069555215,0.095996168,0.093928576,0.09354195,0.09742972,0.10887316,0.092572585,0.017021203,0.079747843,0.000649491,0.120967551,0.118244826,0.107671729,0.100361639,0.11746636,0.092785831,0.085046918,0.12299817,0.092103441,0.06540011,0.08651109
0.1036617,0.09753,0.124372201,0.09996905,0.112324754,0.14208344,0.1595592,0.16503398,0.12671639,0.13067892,0.085116743,0.073873899,0.106918734,0.103845475,0.10470264,0.10655302,0.12221474,0.10346793,0.053693089,0.116831694,0.032327233,0.153578458,0.116748345,0.104720685,0.099039946,0.115950145,0.102369289,0.097137062,0.130853844,0.102435485,0.107978836,0.09172417
0.06955,0.0731316,0.095974774,0.108436215,0.119214311,0.15371135,0.17247249,0.17952955,0.13828199,0.14523116,0.085238813,0.07279599,0.10561917,0.103807633,0.0943729,0.09908055,0.115896955,0.0924485,0.068683264,0.13038118,0.045668679,0.181042124,0.104252917,0.088094144,0.088905874,0.102465852,0.06787521,0.060000273,0.095583006,0.064907758,0.108071536,0.09019603
0.0679916,0.0877234,0.08638542,0.078481259,0.089679528,0.12196668,0.14112948,0.14014266,0.10603818,0.1094791,0.074928858,0.070204289,0.095034347,0.098327599,0.08410674,0.09012003,0.10131541,0.082330495,0.044946419,0.100232427,0.025035662,0.16017581,0.094196643,0.079328504,0.079435484,0.091033582,0.064237509,0.053723286,0.094739147,0.060414775,0.068837136,0.061138947
0.100145,0.1057617,0.09965994,0.078077415,0.087393826,0.11736101,0.13496351,0.13376954,0.10151529,0.10377525,0.072975058,0.067081335,0.094447549,0.101230003,0.095599055,0.09889376,0.110307366,0.094402164,0.061751308,0.113248953,0.047396243,0.161593768,0.094965753,0.08266758,0.078739897,0.094786804,0.098765511,0.092337674,0.128944304,0.099331868,0.06386994,0.06477894
0.0977867,0.1099033,0.094529086,0.105713391,0.117032032,0.14828989,0.16586897,0.17301394,0.13302386,0.13758776,0.075467181,0.06224788,0.096747667,0.103485336,0.10474032,0.106729224,0.123596825,0.10346733,0.106051384,0.159547996,0.086449934,0.206321712,0.094376564,0.079623615,0.079361914,0.096997358,0.097137422,0.091672602,0.124784715,0.096622119,0.120027125,0.073915765
0.0679532,0.602863,0.137141645,0.102794622,0.114347852,0.1487475,0.16784671,0.17349152,0.13318121,0.13942128,0.06981998,0.057143782,0.088518967,0.096169149,0.09244645,0.09733373,0.11363901,0.090187356,0.107885976,0.159899656,0.089195667,0.222626276,0.087642545,0.071323349,0.074887435,0.089483358,0.065134108,0.056335599,0.093304468,0.061688213,0.100589976,0.07294944
0.0720283,0.0881433,0.08732825,0.077648919,0.085786502,0.11988473,0.13881858,0.13749592,0.10393569,0.10725783,0.057366972,0.051389503,0.07521919,0.084175535,0.08486064,0.09083451,0.10161598,0.08353068,0.089361197,0.137154936,0.077496554,0.200357102,0.086992975,0.073719362,0.073227884,0.088499295,0.06969804,0.059427837,0.1002134,0.066358905,0.066423,0.05812474
0.1038383,0.1057617,0.102384942,0.081475081,0.092770648,0.121108636,0.13855037,0.13848333,0.10526645,0.10774757,0.055182604,0.046570492,0.074178338,0.080251237,0.09798315,0.10073513,0.11259951,0.09691702,0.106919874,0.15163858,0.096536589,0.204118933,0.092614783,0.081456051,0.07740602,0.097105267,0.102015224,0.096217269,0.132148236,0.102622313,0.06723027,0.068476155
0.0906517,0.1099033,0.087279778,0.108930071,0.120294027,0.1521704,0.16996187,0.1778778,0.13686632,0.14233032,0.055484806,0.0390757,0.073486555,0.074162636,0.10334265,0.10577835,0.123187765,0.10162878,0.141313976,0.186799723,0.128620416,0.243060001,0.090971251,0.076763348,0.078180792,0.096838027,0.089933555,0.084216525,0.117347846,0.08893311,0.119923055,0.079297975
0.0678034,0.06756,0.108860803,0.096754157,0.107978695,0.14227182,0.16158077,0.16547377,0.12659417,0.13203606,0.044132345,0.02953811,0.05971621,0.059883414,0.09047797,0.09565568,0.11100495,0.08825533,0.126137394,0.170252295,0.11634579,0.238105346,0.08311413,0.067123217,0.074036533,0.085763002,0.063971702,0.054405228,0.09262229,0.060575457,0.09035705,0.07720648
0.0778984,0.1217116,0.09828174,0.077849169,0.085014228,0.11906351,0.13772087,0.13632895,0.10317396,0.10630973,0.033008157,0.022209667,0.049310991,0.050705054,0.08656296,0.09215121,0.10307409,0.085671484,0.107823757,0.147591941,0.105493042,0.210231675,0.083666146,0.069960875,0.075513357,0.08457379,0.076827546,0.067172091,0.107307188,0.073970255,0.06588878,0.06979029
0.1034433,0.1055001,0.113208228,0.086342889,0.098901988,0.12674277,0.1441204,0.14557764,0.11101022,0.11380088,0.032074858,0.01775244,0.050952033,0.049108212,0.09956542,0.10202186,0.11478649,0.09853116,0.117593418,0.152834559,0.113475957,0.212937448,0.090140098,0.076994527,0.082157293,0.090855533,0.101500481,0.09604709,0.131332473,0.102163117,0.07403982,0.087776065
0.0843983,0.0750368,0.08019206,0.108245815,0.120821548,0.152291,0.17039149,0.17800288,0.13695611,0.14271736,0.033260638,0.013092617,0.051804494,0.04497614,0.100675106,0.10370442,0.121056125,0.098654464,0.131519741,0.164483914,0.127584968,0.235389121,0.090209218,0.074191701,0.082987142,0.091122724,0.08297455,0.076785421,0.110445306,0.081363659,0.114486694,0.0971528
0.0677683,0.2296233,0.096067128,0.091399716,0.102201614,0.13625742,0.1555465,0.15801056,0.12052584,0.12520342,0.025125336,0.009334273,0.043455389,0.033879203,0.088637516,0.09408428,0.1083304,0.08659837,0.103400259,0.133812907,0.103555179,0.213338777,0.090486632,0.074317712,0.082244512,0.08861955,0.064269573,0.054261196,0.093262148,0.060808626,0.08217448,0.09534685
0.08458,0.1961817,0.099465701,0.077691634,0.086103116,0.118502274,0.13687015,0.13555074,0.10263389,0.10547061,0.019147806,0.007364186,0.040388005,0.027179703,0.08933519,0.09419431,0.10526633,0.08845864,0.08318353,0.107360708,0.087883284,0.187451491,0.108945592,0.095991306,0.096219587,0.107911502,0.083569089,0.074731392,0.114022935,0.081365822,0.066029206,0.09375012
0.1033466,0.1034684,0.093010506,0.092029847,0.104436163,0.13320391,0.15059614,0.1538016,0.11757557,0.120870665,0.021722116,0.006664345,0.047072201,0.026215083,0.101746485,0.103949144,0.11784449,0.100528196,0.087540234,0.105616467,0.089803781,0.194154628,0.141548511,0.129813084,0.124983677,0.141784553,0.101634053,0.096328422,0.130901644,0.102189662,0.084361896,0.11710961
0.0784265,0.0750368,0.079336946,0.108148755,0.119792442,0.15274039,0.17116041,0.17851667,0.13734129,0.14360304,0.023133475,0.005822589,0.049947187,0.018939327,0.09802532,0.10175146,0.118890986,0.09605156,0.087410871,0.101850929,0.090604507,0.204342904,0.167463185,0.155063878,0.149179703,0.167945874,0.076706399,0.069739189,0.104282367,0.074464384,0.10981794,0.12810811
0.06773,0.0752134,0.111979732,0.08620527,0.09679635,0.13049725,0.14973798,0.15081446,0.1146701,0.11884391,0.017130704,0.007777224,0.045915019,0.008885725,0.08650376,0.09223725,0.10528703,0.08464156,0.054362966,0.06567773,0.061045759,0.173239382,0.178478907,0.172440046,0.158128349,0.183862723,0.064324746,0.054151994,0.093939602,0.060743952,0.07628235,0.1271128
0.0893035,0.1034066,0.100719065,0.077710441,0.086626062,0.11793558,0.13601573,0.13472594,0.102070555,0.104667574,0.0216856,0.017223861,0.054709174,0.015545891,0.09131704,0.09562819,0.10682708,0.09038544,0.040758985,0.0457408,0.049229323,0.153719682,0.178195841,0.187233624,0.155911359,0.187181559,0.088161424,0.080205044,0.118521014,0.087003208,0.06573537,0.13340989
0.1030917,0.1034684,0.16788019,0.095954471,0.108457966,0.13782278,0.15530366,0.15975773,0.1223181,0.12582932,0.037537816,0.031970743,0.074288884,0.033005606,0.10322252,0.10519458,0.120210394,0.10186708,0.049847044,0.049881358,0.05575496,0.16451898,0.169520391,0.18669037,0.148959725,0.1662016,0.101396629,0.096085792,0.130132146,0.101657104,0.0966897,0.1580668
0.0734184,0.0750368,0.080527482,0.107932386,0.118404486,0.15289974,0.17155994,0.17872003,0.1374773,0.14397761,0.047224671,0.043319197,0.083862566,0.042946421,0.09576252,0.100075945,0.117121816,0.093894765,0.052122874,0.049658063,0.058801395,0.170855873,0.156104121,0.164247189,0.139656515,0.138100277,0.071953199,0.06434396,0.099509378,0.069282946,0.107888296,0.16952397
0.0678434,0.0752134,0.085148825,0.08179727,0.092472449,0.12568164,0.1448649,0.14484066,0.10976924,0.113506764,0.045584861,0.051972394,0.082912321,0.04629437,0.08481519,0.09075534,0.10269539,0.083187476,0.025538259,0.020173522,0.033326025,0.137233407,0.144345279,0.142253286,0.129907144,0.119550595,0.064662535,0.054047151,0.094832074,0.060815079,0.07206948,0.16715008
0.095635,0.1034066,0.095469845,0.077785114,0.086875666,0.11761004,0.13541576,0.1342403,0.10170366,0.10415897,0.053298405,0.064091001,0.093348797,0.059708887,0.09288792,0.09670921,0.107947975,0.091777235,0.029051281,0.017268327,0.037222146,0.12561571,0.134827089,0.125397585,0.115140692,0.115193163,0.093700749,0.087312204,0.124086962,0.093675635,0.06539254,0.1834965
0.0914566,0.09753,0.113152898,0.101719827,0.112973341,0.14395127,0.1615092,0.1675623,0.12854359,0.13271944,0.076980047,0.086692537,0.11799006,0.085147429,0.102155015,0.10457663,0.12057981,0.10082662,0.056331189,0.040007057,0.061232962,0.144213332,0.122195265,0.103606745,0.093780864,0.111903777,0.091341426,0.085278719,0.119101397,0.090430592,0.11154649,0.20835255
0.08397,0.06756,0.09790165,0.096607164,0.110617662,0.14252077,0.16151862,0.16603617,0.12688822,0.13168603,0.095244952,0.109008113,0.132820088,0.104819087,0.097835764,0.10117039,0.117318794,0.09498434,0.060462791,0.039472751,0.063941523,0.141843651,0.124379579,0.100967731,0.087785657,0.122331408,0.079252945,0.070672617,0.107969012,0.076759338,0.09276843,0.2183712
0.0750668,0.0881433,0.099329668,0.092683596,0.094874689,0.13452503,0.15325162,0.15554388,0.11881018,0.123844005,0.101100155,0.11730736,0.135602239,0.113482117,0.088623405,0.094721094,0.107765555,0.088053316,0.065391488,0.035597125,0.070690009,0.1333671,0.165162304,0.145964997,0.123445987,0.168995268,0.075268312,0.066514783,0.104373194,0.072742725,0.076441735,0.21639444
0.0794649,0.1036,0.096603038,0.083596327,0.098571434,0.12535995,0.14340001,0.14389962,0.1094656,0.11299309,0.119968079,0.140802041,0.1559714,0.135594965,0.09023562,0.0946898,0.10605286,0.089626044,0.075808904,0.032674416,0.075885542,0.129107368,0.223224359,0.214364312,0.179795781,0.236152406,0.078006692,0.069504511,0.108561718,0.075063485,0.07393922,0.23720093
0.1055584,0.1013449,0.098288078,0.086246267,0.103146997,0.12910321,0.14699857,0.14886943,0.11334929,0.11620417,0.173454426,0.196259719,0.208908031,0.192978688,0.10142073,0.103371486,0.11760919,0.09811483,0.09164678,0.032448056,0.088803793,0.128992336,0.240136771,0.253076244,0.196795433,0.273796026,0.099554784,0.094669275,0.12939454,0.100987545,0.07848807,0.24928927
0.0698034,0.0922182,0.084626914,0.112472269,0.113455084,0.15435235,0.17283416,0.18044879,0.13921067,0.14564797,0.200581397,0.207718631,0.226788143,0.226599797,0.093905896,0.09933418,0.116619974,0.093789846,0.141999979,0.074213891,0.144363801,0.154573972,0.185184128,0.227526199,0.150324577,0.217034288,0.072229429,0.06448096,0.098357501,0.070475252,0.111781895,0.26087204
0.0689933,0.06780336,0.089190108,0.07691643,0.096705165,0.12264471,0.14185207,0.1412211,0.10674663,0.10949606,0.088130042,0.10549949,0.107288691,0.12517484,0.085558236,0.090566754,0.10246761,0.08394925,0.099282917,0.001592976,0.073171491,0.098846257,0.116484477,0.186196888,0.097090095,0.11805654,0.064992214,0.053686728,0.096017532,0.058809542,0.072239384,0.27467754
0.1046833,0.0842532,0.157010822,0.078325842,0.085609396,0.11845505,0.13607652,0.13532302,0.102504864,0.10494965,0.010879124,-0.011824173,0.018820083,0.071842775,0.107834384,0.11068773,0.122425996,0.10432674,0.131237196,0.041405954,0.142942409,0.09830757,0.124660884,0.177839392,0.115272809,0.094180494,0.093696597,0.097972522,0.123337082,0.094940785,0.06551699,0.30719566
0.0872932,0.0924116,0.12599858,0.111247297,0.116517383,0.15268055,0.17039397,0.17855644,0.13742949,0.14306656,0.118981152,0.098557481,0.134068095,0.201426261,0.16534932,0.16605036,0.1810894,0.16376151,0.181925853,0.114412999,0.13839008,0.125516719,0.215092236,0.217757885,0.219620963,0.177686171,0.09559369,0.081111639,0.117283059,0.089629088,0.12162128,0.32693526
0.4605096,0.06756,0.07669586,0.091775315,0.10986795,0.13921086,0.1583089,0.16170396,0.12328291,0.12834376,0.264195968,0.314533837,0.30955271,0.238685774,0.32206076,0.30495268,0.3247049,0.30272678,0.199925756,0.163303527,0.181988366,0.161603948,0.347279291,0.325743452,0.348114466,0.306089821,0.411325009,0.421732766,0.439533004,0.429512395,0.08446789,0.2739068
0.2190249,0.26601,0.752736032,0.487506416,1.000789388,0.48398563,0.50081086,0.5523728,0.4687776,0.5949371,0.512237928,0.531664933,0.492263545,0.590876954,0.3795738,0.36690363,0.41223767,0.3900318,0.713261207,0.760271065,0.759914376,0.89397028,0.462361047,0.433586674,0.425679253,0.45354695,0.268024404,0.275648279,0.281945341,0.288343749,0.4012489,0.37110862
0.56291197,0.4128054,0.401716816,0.236404323,0.221819492,0.26316187,0.277994,0.28917697,0.23989592,0.31284884,0.552960258,0.624899668,0.48104087,0.561065288,0.56432194,0.5520901,0.5706229,0.5578982,0.370527373,0.343888788,0.27266075,0.300264954,0.619165447,0.58291474,0.539379003,0.630482031,0.462301318,0.428660606,0.52993874,0.473752874,0.17413129,0.32096478
1.165667,0.5350456,0.813754904,0.445627236,0.94383539,0.54131246,0.5578477,0.56175387,0.54327685,0.56798553,0.856780504,0.846689255,0.8589972,0.893858993,0.955587,0.98835754,1.0088012,0.9476045,0.833102603,0.811341741,0.840515197,1.068608327,0.863853609,0.851445326,0.76250941,0.848160997,1.129642793,1.169901129,1.149895276,1.169266318,0.41104412,0.35170278
1.139306,0.8706573,0.699045084,0.783240178,0.821046255,0.9781841,0.9749157,0.9035183,0.95432854,0.873866,1.224523585,1.151035779,1.262807825,1.217608869,1.112513,1.0904758,1.1067837,1.1267378,1.416973812,1.298974162,1.242717143,1.273115952,1.059222149,1.038075741,0.967117996,1.048502248,1.082277122,1.04499685,1.111800446,1.072310478,0.9477267,0.4344335
1.125121,0.8706573,0.584256265,0.603126402,0.32827882,0.8057641,0.8162684,0.8112165,0.84512055,0.8243998,1.308661234,1.313881969,1.335394004,1.28537333,1.0212994,1.001634,1.0450997,1.012785,1.212739062,1.240406275,1.21778115,1.118617273,1.021262373,1.015292625,0.993703351,1.007397346,0.933466271,0.915247847,1.015978582,0.998221907,0.8274688,0.33558908
1.153821,0.087935,0.744139337,0.624355905,0.075807476,0.77818817,0.82730305,0.7989913,0.89515585,0.7982564,0.931378292,0.937272443,0.971638579,0.961343655,0.8767257,0.84794444,0.9359411,0.87736946,1.146658861,1.100908538,1.15286676,1.07648904,0.783611049,0.794559653,0.794106849,0.782396424,1.043826064,1.036060207,1.092308366,1.073225004,0.82270235,0.31615326
0.2179479,0.872638,0.753966223,0.745758492,0.502280483,0.8507124,0.87778866,0.825893,0.9242119,0.833586,0.521227273,0.469684893,0.555335013,0.569475736,0.46433803,0.4809827,0.56380755,0.57217455,1.08127052,1.000264415,1.109268367,0.975840198,0.395848453,0.435084042,0.458561685,0.492521314,0.281745147,0.271857914,0.31839916,0.322763712,0.9431836,0.4341563
0.1310601,1.1235054,0.343444218,0.267336162,0.372755628,0.2068727,0.22244202,0.21234204,0.2522106,0.2552973,-0.179558564,0.038574175,-0.172116928,-0.087766247,0.22807935,0.2648807,0.2158592,0.19136904,0.525949367,0.523509393,0.517865169,0.680697873,0.230566208,0.247211221,0.291141597,0.323676623,0.017420283,0.07032356,0.037640054,0.126891482,0.344531,0.3857333
0.3563534,0.1293801,0.126811836,0.203721299,0.234668138,0.11930798,0.09971359,0.06675403,0.17176113,0.15772851,0.218803301,0.188428711,0.222577021,0.164859728,0.3302356,0.28526768,0.34570006,0.3575132,0.322561339,0.259790044,0.312801493,0.452093123,0.459823675,0.462823027,0.489329353,0.50967536,0.260278054,0.28156011,0.292046069,0.438355982,0.008196907,0.39792976
1.088154,0.8826951,0.522293124,0.251426286,0.475220854,0.34193924,0.28224412,0.35418057,0.39034784,0.40326846,1.047310506,1.123414071,1.081063984,1.111624867,0.7842938,0.74754566,0.86012024,0.81359166,0.540925105,0.508024785,0.687186165,0.45376648,0.920683867,0.936119405,0.905763989,0.88093446,1.088335918,1.108132357,1.080457629,1.093485618,0.30853924,0.40347907
1.537443,1.041446,0.690110946,0.439250949,1.253306355,0.9700776,0.954566,1.0369108,0.9836815,0.9420076,1.484801239,1.383794469,1.428330658,1.320473693,1.2724798,1.2245784,1.3404442,1.3377753,1.31104476,1.418882294,1.236325516,1.42994754,1.226982294,1.162569939,1.169394176,1.179360963,1.556254395,1.50607304,1.526031738,1.586864787,1.3341892,0.4198691
1.170688,1.0683567,1.199309908,0.421482631,0.122423725,1.0872495,1.0898376,1.0401,1.0923336,1.1021256,1.396955513,1.343800178,1.474172209,1.427371456,1.1824476,1.1178982,1.213669,1.1315838,1.184819441,1.042305861,1.15517254,1.413739528,1.147692276,1.064794706,1.122978645,1.076241213,1.099614487,1.008465616,1.145893779,1.035590013,1.5460541,0.3925145
1.097876,0.2202284,0.721958236,0.512740534,0.454609439,0.69775474,0.74714524,0.7342639,0.81848913,0.7911204,0.846575442,0.926917101,0.858436296,0.860333377,0.9300199,0.8637648,0.9702498,0.850077,0.946405234,0.893387023,1.010762053,0.937566685,0.90091434,0.878283636,0.909573162,0.841044548,0.901125888,0.88927227,1.044224253,0.976037946,0.8736985,0.33785617
0.6658954,0.2113816,0.504278694,0.543619774,0.664857986,0.7759123,0.8175273,0.7802681,0.8801907,0.77149475,0.684518801,0.64921624,0.681936011,0.705797804,0.7541908,0.7749057,0.83141285,0.7788906,0.978106481,0.894293642,0.953789294,0.854058293,0.758901181,0.780281106,0.742329497,0.76265858,0.596502612,0.573506077,0.708447955,0.697495637,0.8766643,0.4365193
0.862742,0.820107,0.684114884,0.560165922,2.487099527,0.54212165,0.5488018,0.51015943,0.5766937,0.5227819,0.632516193,0.633973923,0.630096492,0.676260864,0.62063015,0.56944895,0.677869,0.646345,0.843244828,0.835240241,0.912991054,0.678686829,0.625795841,0.643609056,0.611492702,0.617935395,0.666538419,0.662509563,0.756960742,0.70018049,0.7220718,0.33807272
