real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,Proposed,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.1390933,0.273827,0.210655696,0.178690357,0.165913854,0.24023217,0.24136618,0.240029,0.25704485,0.23729424,0.194159532,0.190644092,0.192098177,0.115583245,0.18116175,0.18983513,0.18344487,0.17963213,0.245368741,0.226290192,0.270447353,0.242601135,0.170126422,0.177960507,0.194914111,0.183785398,0.15205819,0.152528237,0.139744553,0.139592683,0.24515305
0.163715,0.1318167,0.16616399,0.142737141,0.166155279,0.19346282,0.19627723,0.18034595,0.19374023,0.17202751,0.139635101,0.143039614,0.140986586,0.151480035,0.13047266,0.12756138,0.15283813,0.14853847,0.190050564,0.150187951,0.172711299,0.149928696,0.221917847,0.241254806,0.238156387,0.243588014,0.159814686,0.158684476,0.158690669,0.160777821,0.15459925
0.0937867,0.1972367,0.212360442,0.189531125,0.375643538,0.20964938,0.19185881,0.21011326,0.21395262,0.22414637,-0.042129429,-0.029615068,-0.037283151,-0.045991477,0.1486162,0.15830512,0.15290989,0.16982038,0.222804847,0.192963232,0.318715301,0.190877304,0.126088809,0.148856676,0.154779802,0.153065147,0.11917876,0.109415554,0.099989177,0.121958907,0.2188872
0.1423816,0.1199033,0.11130731,0.112426099,0.098942753,0.1282177,0.14755014,0.1168615,0.14608774,0.11130608,0.192312941,0.175378412,0.187699954,0.140571046,0.19848466,0.19976588,0.21275301,0.21107042,0.13522728,0.097441427,0.154960063,0.111942667,0.181826178,0.192445908,0.209674797,0.194807097,0.157378631,0.156260377,0.155754673,0.168647876,0.111129135
0.6361747,0.1162433,0.196368446,0.125626067,0.123263848,0.15370697,0.1596372,0.1856135,0.17207348,0.18375182,0.459406048,0.496244881,0.472838434,0.529101865,0.45989516,0.47577882,0.48487398,0.4792844,0.176545574,0.159936547,0.219097408,0.202873472,0.460715225,0.491808226,0.477822542,0.468854912,0.655362024,0.668121433,0.653713464,0.641688804,0.14379996
0.421942,0.3207284,0.248149872,0.269179433,0.16869791,0.30128518,0.30747825,0.2889231,0.30998862,0.29801413,0.484857529,0.445877138,0.488553253,0.411518643,0.3650064,0.35647726,0.38524014,0.36657038,0.376178896,0.357062543,0.384715148,0.313722639,0.393029798,0.40057793,0.417833104,0.37301287,0.444096827,0.43873781,0.420229112,0.420829166,0.30621746
0.2566267,0.2150917,0.261982586,0.231562081,0.239124129,0.31834882,0.30072263,0.29696676,0.3399153,0.35089725,0.342289636,0.359569506,0.34762106,0.245931439,0.31373346,0.33038676,0.30687255,0.32810023,0.340500279,0.351323768,0.404626732,0.3635708,0.279626481,0.259197062,0.295443019,0.313719665,0.260746222,0.265266927,0.253393036,0.25736864,0.3675021
0.4435579,0.254095,0.240695048,0.219621804,0.3155872,0.3228458,0.27833417,0.29175377,0.28504837,0.27495602,0.376075684,0.359462048,0.367760395,0.401187738,0.37883252,0.3728823,0.39717764,0.3857899,0.321493753,0.278974388,0.303234183,0.291093384,0.349471463,0.374910719,0.372404344,0.391419533,0.39863229,0.406746116,0.405732765,0.384120959,0.22885995
0.2631616,0.442012,0.314161874,0.227186872,0.206840945,0.32222506,0.3120807,0.3262205,0.3449175,0.32859775,0.321571226,0.344736841,0.295261184,0.337161776,0.25869092,0.24346328,0.2746586,0.27232313,0.383950183,0.394735338,0.424554065,0.271606109,0.266706924,0.305199817,0.28941896,0.28334406,0.296054653,0.282770361,0.273963016,0.264506871,0.3666665
0.178705,0.146625,0.2302367,0.171388326,0.213982268,0.21395865,0.26945356,0.27496326,0.2554288,0.24051303,0.203712952,0.209092809,0.173947195,0.134139298,0.1994034,0.21761902,0.21065737,0.20317453,0.249301068,0.216919245,0.296436133,0.246521632,0.150006286,0.152843555,0.170038689,0.148221796,0.154781983,0.158118437,0.137321014,0.164795404,0.26888916
0.1921666,0.1669133,0.222355572,0.202250808,0.069876235,0.23881498,0.22948149,0.25255758,0.2200585,0.26429802,0.294584223,0.291301045,0.2826366,0.285279957,0.21824983,0.2233607,0.20548065,0.209545,0.257530018,0.268032304,0.336320447,0.198605158,0.1735145,0.20043463,0.190263958,0.198434193,0.194275612,0.200696516,0.187998527,0.21542688,0.22162057
0.2453533,0.1617067,0.146641636,0.160915266,0.156395052,0.19096293,0.21163282,0.2135355,0.20141584,0.19026692,0.216229029,0.256014012,0.193774492,0.229565002,0.22111933,0.22030808,0.21938893,0.21969908,0.198083691,0.171386365,0.245867137,0.207591883,0.206481727,0.212736152,0.232305485,0.205282417,0.245831886,0.256822891,0.236410157,0.249280092,0.16703123
0.22718,0.7232493,0.408866204,0.177690149,0.142454025,0.24641049,0.22457916,0.23645552,0.261559,0.22827923,0.312609312,0.305041028,0.293452473,0.299828471,0.23281714,0.24033514,0.23480952,0.22810608,0.24636749,0.227819468,0.253069687,0.227055771,0.204504019,0.209454028,0.231556889,0.193253693,0.239143257,0.240109654,0.232778287,0.217708293,0.21332355
0.2299584,0.3302997,0.197939152,0.162886385,0.126813192,0.22933765,0.22527643,0.21959113,0.23874207,0.21917818,0.289850641,0.326456277,0.293002345,0.233379266,0.20224337,0.21176392,0.22714826,0.22267498,0.216926716,0.203271728,0.252960143,0.216492922,0.255854963,0.264494936,0.27257022,0.255227246,0.217043702,0.220477664,0.236203104,0.206012163,0.23604748
0.2373383,0.2479967,0.218708442,0.215634294,0.244516533,0.24728343,0.23019248,0.23656432,0.24145272,0.230996,0.194733019,0.215402049,0.186395671,0.199577641,0.21204433,0.20922774,0.23537566,0.2380151,0.24536255,0.222147231,0.271369967,0.216250923,0.222343616,0.233283389,0.237753283,0.233275375,0.241395108,0.241192257,0.250129058,0.236450084,0.25151077
0.2338449,0.5401183,0.240348508,0.232828187,0.154066366,0.2570539,0.23400474,0.23637497,0.26192805,0.23472886,0.237141748,0.217077885,0.219301653,0.21821071,0.22724606,0.22459233,0.24911807,0.24560663,0.242237241,0.22142979,0.288871585,0.21953444,0.168902531,0.180025967,0.194986957,0.174051928,0.235278251,0.236644589,0.227066078,0.223867824,0.23801653
0.2954416,0.2479967,0.220779672,0.195697055,0.205791243,0.24025714,0.23695241,0.24175663,0.25456786,0.23851916,0.289748777,0.300101675,0.279427625,0.289011381,0.26809758,0.26422465,0.28973007,0.2795781,0.245392028,0.220425181,0.264939717,0.21196468,0.294623971,0.308187275,0.314125805,0.302390476,0.28945177,0.29179554,0.29243421,0.279412322,0.22101046
0.4319347,0.273827,0.21796789,0.221972553,0.230245822,0.2613785,0.25957245,0.26840907,0.27924016,0.26112157,0.34324248,0.337647257,0.338665769,0.325727673,0.31847697,0.31779322,0.339033,0.34533274,0.281343625,0.259019039,0.302267998,0.245260693,0.345390587,0.354019779,0.360734922,0.342264643,0.421406124,0.420969814,0.421396887,0.41379153,0.26601514
0.189875,0.1139734,0.252897336,0.226905397,0.26840579,0.30594122,0.29661402,0.29891017,0.32595974,0.29451174,0.283972906,0.263331321,0.282629473,0.280678922,0.22421616,0.22939958,0.24124986,0.23777997,0.30429326,0.271463578,0.320402451,0.285149466,0.166862181,0.16821221,0.184783561,0.18782411,0.212011887,0.204349224,0.184791993,0.195029357,0.3436291
0.1611651,0.1602682,0.211082402,0.195666436,0.163794026,0.22899091,0.24065031,0.22539145,0.2373648,0.20018731,0.114159334,0.134008426,0.118842696,0.119286912,0.1447342,0.13226497,0.17456254,0.16883503,0.207013013,0.183317202,0.227341246,0.226916489,0.178942685,0.188326337,0.211218503,0.187839406,0.153841057,0.157555409,0.139973544,0.164961456,0.19588487
0.1609533,0.6587913,0.408677456,0.216399131,0.626371,0.2638925,0.21212964,0.23755684,0.23619089,0.29131627,0.104768534,0.086487173,0.112035088,0.100707238,0.17874901,0.21578714,0.18912023,0.20540051,0.236284732,0.21687971,0.353473648,0.352261709,0.246667859,0.267287426,0.269100892,0.257524318,0.177879471,0.18069881,0.166365964,0.181641958,0.32020137
0.1743517,0.064315,0.16149969,0.153537395,0.093022055,0.14319731,0.1927626,0.1815454,0.19742574,0.14499044,0.115680218,0.091540794,0.124314224,0.110736941,0.15292946,0.14976418,0.16005641,0.17599472,0.161850927,0.133447517,0.199649591,0.183153115,0.130057457,0.154235652,0.14778173,0.162631399,0.181709471,0.180385241,0.167815126,0.175641119,0.17476138
0.1445917,0.167715,0.155883148,0.131589225,0.13462303,0.16856883,0.19112252,0.19890755,0.19859126,0.1962639,0.160927589,0.185483376,0.155399255,0.178667618,0.14093125,0.15097156,0.15479042,0.16273645,0.187106874,0.167403678,0.160564081,0.172697345,0.092323389,0.0857359,0.108087736,0.098209952,0.154568094,0.157604477,0.14986433,0.14789101,0.18557665
0.1561517,0.1318167,0.149707548,0.120188292,0.164886493,0.16138515,0.17446402,0.15937021,0.17041431,0.15364228,0.221649829,0.222944219,0.228824521,0.233973258,0.14431217,0.15197001,0.1555087,0.15575527,0.146532508,0.11885268,0.14960577,0.127717427,0.200445331,0.234183032,0.229674112,0.245810642,0.161836717,0.162334436,0.158414334,0.152413409,0.1711458
0.1463066,0.2273117,0.211858702,0.158393618,0.19348326,0.18444702,0.17605117,0.18164638,0.18610483,0.18147013,0.13179169,0.159735668,0.122919403,0.13054496,0.15552893,0.15455431,0.16193296,0.16294102,0.168319685,0.140957931,0.186688829,0.131020196,0.141521103,0.172866352,0.157192256,0.198061417,0.165441761,0.167115374,0.165848588,0.157790519,0.15848503
0.1579333,0.132995,0.174215888,0.147610707,0.106285253,0.1785144,0.17176303,0.16737705,0.18887717,0.17512318,0.014697269,0.039321918,0.019814508,0.03645027,0.15088846,0.14836475,0.16524653,0.15866159,0.151465975,0.124152399,0.196365343,0.114085985,0.119632533,0.146767595,0.136565133,0.167230632,0.159000687,0.156898528,0.159930374,0.151123533,0.13552836
0.1723867,0.1162433,0.185774412,0.147840695,0.156125934,0.179314,0.1795527,0.1890646,0.1865922,0.19214222,0.0648841,0.030183805,0.059050756,0.150596058,0.1671413,0.16680785,0.17326911,0.17491798,0.167886317,0.13958287,0.185229716,0.140283115,0.162184853,0.178091751,0.182313369,0.191851841,0.174541215,0.172441266,0.180954499,0.175977074,0.16219246
0.1664966,0.278183,0.176856258,0.161929863,0.191469502,0.18817647,0.18940976,0.19668594,0.19415942,0.20137633,0.161633139,0.160961483,0.159407276,0.237148767,0.16965382,0.16974188,0.17814972,0.18010154,0.176516421,0.150899725,0.191243326,0.141912473,0.075955076,0.070876773,0.106818312,0.076721683,0.175367211,0.165520885,0.163501833,0.175149019,0.16083483
0.14212,0.0589283,0.1811705,0.155307474,0.141905578,0.18938896,0.18984437,0.19511363,0.19299746,0.20015672,0.239703364,0.23805361,0.231064343,0.162253078,0.20318985,0.20765965,0.21288803,0.21171752,0.169825304,0.144309966,0.184755299,0.13627139,0.184386891,0.196182994,0.196553586,0.197250967,0.162211059,0.161475903,0.158345056,0.162269037,0.16216
0.4768063,0.4920114,0.150496098,0.138256199,0.156600646,0.17806949,0.17677009,0.17954637,0.17919771,0.1847069,0.424849432,0.390279083,0.418530184,0.355920055,0.3277551,0.3315862,0.34424463,0.34547406,0.152774955,0.12528074,0.164330385,0.115457877,0.350630397,0.384841494,0.369483612,0.352795416,0.45471952,0.458557443,0.454411635,0.460628845,0.146146
0.1043884,0.672725,0.249470022,0.211914234,0.158732248,0.30258024,0.2947205,0.28920826,0.3097357,0.2810903,-0.037943706,-0.109265806,-0.045132282,0.001955885,0.1980348,0.1927793,0.19751798,0.1849531,0.270832026,0.244352749,0.285153249,0.237400205,0.103848813,0.107892144,0.135567079,0.123388648,0.155348977,0.130986771,0.1191034,0.153669345,0.3090159
0.1119933,0.0997066,0.112820058,0.128864323,0.104103292,0.15820791,0.19313443,0.15371293,0.15562506,0.14879192,0.134640735,0.07132375,0.149363032,0.1559212,0.17492495,0.1494246,0.20563583,0.16676009,0.106215263,0.069426551,0.141532675,0.120565172,0.141177164,0.15528725,0.176385346,0.170491584,0.08698474,0.083851419,0.110092355,0.107358716,0.11049897
0.663284,0.5744133,0.343060724,0.2441521,0.404606308,0.24844527,0.16644564,0.2117912,0.19635876,0.26081496,0.563124433,0.512134438,0.570674511,0.51043001,0.5246868,0.57559276,0.47951144,0.56778044,0.203276069,0.204790899,0.57146223,0.444918948,0.36409397,0.413653993,0.372971601,0.383945093,0.633731548,0.640570364,0.650390173,0.616576759,0.4309222
0.0746767,0.1253467,0.21483966,0.195728241,0.173103327,0.23626198,0.30808678,0.29315597,0.31318554,0.2808355,0.221811827,0.214554027,0.210340339,0.088509535,0.12650539,0.13307104,0.17577371,0.14181985,0.208320849,0.186762549,0.142929097,0.095119545,0.136542202,0.159130487,0.182249458,0.154000427,0.153934259,0.173622011,0.121809866,0.163009275,0.06319954
0.060995,0.2386581,0.096787526,0.101096582,0.099928779,0.10336992,0.17270404,0.12818559,0.12069461,0.10862441,0.009675952,0.133516393,0.05305016,-0.047426686,0.08480083,0.08270317,0.07378722,0.08081368,0.083471128,0.059526583,0.121894451,0.008327718,0.049225725,0.009969989,0.07449367,0.056403649,0.080197673,0.075815988,0.058834943,0.060343508,0.05791828
0.0648983,0.0622283,0.072462862,0.09795349,0.292079036,0.2007322,0.12497942,0.17239712,0.15185013,0.19257712,0.119761586,0.052846914,0.050270232,0.135340061,0.088800184,0.08171266,0.10927236,0.10785406,0.165479748,0.138620502,0.038066359,0.01050132,0.106134078,0.151427213,0.143949305,0.1323492,0.084946426,0.09348159,0.096877757,0.090714033,0.13777411
0.0803367,0.0696767,0.072441516,0.071090705,0.097797157,0.052894723,0.09089656,0.057752762,0.08456389,0.03663684,0.147093081,0.081226389,0.119480199,0.057311656,0.05905084,0.0670629,0.06609897,0.071743734,0.027168986,0.012294629,0.039954212,0.039639078,0.061013014,0.06836573,0.081386271,0.069211478,0.114776916,0.102176816,0.11181309,0.085098428,0.010757828
0.0678583,0.0610334,0.088948874,0.084035559,0.039806074,0.06532095,0.086247675,0.08801835,0.111994624,0.092472866,0.17079801,0.16529933,0.133664945,0.01115005,0.07490062,0.06498927,0.073104285,0.06454506,0.087179644,0.065866276,0.087155132,0.029305887,0.02688189,0.047494872,0.053292559,0.026566522,0.063475826,0.058563854,0.060850621,0.0594164,0.07314913
0.0600917,0.0781266,0.07741214,0.098749358,0.068379433,0.06147339,0.07671363,0.06471447,0.06393102,0.06324041,0.105128216,0.136993705,0.088106142,0.062391745,0.06295837,0.051666964,0.062888384,0.064143114,0.046784283,0.035988021,0.09211014,0.045555939,0.071400898,0.077355311,0.089925675,0.086291661,0.084432404,0.081680412,0.083521041,0.058284309,0.043485142
0.0691,0.0663233,0.075765438,0.081871318,0.04894263,0.061873812,0.066166,0.05727241,0.05839577,0.06400454,0.061632193,0.11712852,0.060046514,0.091738984,0.061771695,0.0630614,0.06321277,0.062371563,0.056538093,0.040531497,0.050141267,0.011343624,0.040013576,0.038995765,0.062206666,0.041734273,0.084564939,0.082388189,0.08851625,0.078857743,0.03493035
0.0600567,0.059175,0.068850528,0.070735229,0.084468309,0.071750306,0.069562435,0.06807615,0.10107708,0.07155347,0.050739135,0.025960633,0.024978646,0.041563846,0.065395795,0.0685592,0.070329115,0.066155806,0.064447009,0.055278973,0.072168644,0.045148017,0.050746167,0.065051656,0.079369502,0.062679907,0.054227849,0.051214098,0.050840964,0.050714473,0.07705428
0.0663234,0.0788567,0.064849116,0.062110819,0.068818589,0.06529094,0.06676631,0.06758183,0.061027337,0.060974997,0.11386907,0.088269921,0.096531094,0.055041298,0.06702586,0.055862848,0.06279427,0.06265015,0.07885088,0.058932997,0.084522859,0.022103517,0.107717796,0.116805686,0.116280715,0.12376145,0.067326776,0.064178169,0.075603125,0.073138988,0.060507603
0.0796867,0.091205,0.072963154,0.07044585,0.073808579,0.068463415,0.069147766,0.07293238,0.06530489,0.06983079,0.090914985,0.064121599,0.084363031,0.043873899,0.07092477,0.06569613,0.07112015,0.07314604,0.081900985,0.064964201,0.112073029,0.058960618,0.047956746,0.054328685,0.060430713,0.06084042,0.084942138,0.077175613,0.081119104,0.091823467,0.06527009
0.062825,0.0621717,0.071633182,0.074368318,0.070712405,0.0801838,0.08155053,0.08894741,0.07688009,0.08081632,0.014645543,-0.023018316,0.053477235,0.033062768,0.06785752,0.06169265,0.06725286,0.069496356,0.09258329,0.075908682,0.105025728,0.04177043,0.025595108,0.037499691,0.02658016,0.033350639,0.066614606,0.061616281,0.04911656,0.065738702,0.06623756
0.0603633,0.061275,0.062082466,0.063118655,0.067615464,0.0700292,0.07320898,0.07341883,0.06403373,0.06323175,0.066953954,0.03494898,0.08077441,0.058000251,0.06503738,0.058484133,0.06665691,0.06385024,0.083983494,0.064360956,0.099407664,0.028816927,0.118633984,0.138477308,0.138943057,0.128747804,0.062421685,0.061291881,0.057759057,0.063086246,0.057543576
0.0885367,0.0701383,0.069706424,0.066369211,0.072506557,0.06595656,0.06698062,0.068297036,0.061931524,0.06517458,0.078060877,0.083851087,0.070194802,0.043192499,0.07774557,0.06964385,0.07899141,0.075222634,0.07856681,0.062710416,0.099818953,0.048512654,0.101097448,0.116166551,0.117903712,0.113299328,0.090404918,0.089031321,0.086125536,0.091015012,0.06709422
0.0683967,0.0932401,0.07733955,0.08009022,0.077277481,0.08748744,0.087708555,0.09893969,0.085659534,0.09166952,0.041529588,0.046015291,0.043029139,-0.002680228,0.07873462,0.07263418,0.07846651,0.08367478,0.098664727,0.085608199,0.116051217,0.057759445,0.017860863,0.020528761,0.018370105,0.027655129,0.077535292,0.074865983,0.069731894,0.076839784,0.06133929
0.0889766,0.07833,0.075673882,0.066183138,0.071249848,0.07709917,0.08074356,0.08214818,0.070459835,0.06768262,0.088931953,0.092623586,0.096465307,0.078717935,0.08449504,0.07789947,0.086358145,0.08108011,0.093007977,0.074602459,0.097951007,0.035344198,0.070397756,0.08516167,0.088975066,0.087939689,0.08901944,0.087552259,0.08552139,0.088630344,0.06411478
0.107315,0.301723,0.174349164,0.087610123,0.257191832,0.0929368,0.09408065,0.10384541,0.09004892,0.09611384,0.077931885,0.084868215,0.081504909,0.076786007,0.10215457,0.094816044,0.10371348,0.10460107,0.102503323,0.088941628,0.136705577,0.098047986,0.120963464,0.125810031,0.142406046,0.124362436,0.113419228,0.112272085,0.109206317,0.112482187,0.08562516
0.1017884,0.1486484,0.157301774,0.093685853,0.176684011,0.11232084,0.1144466,0.12624705,0.10806689,0.112010606,0.11384114,0.116213015,0.117931856,0.106614052,0.1052036,0.098963186,0.104899935,0.106731206,0.123192807,0.109941989,0.134070606,0.074328349,0.073422883,0.074757886,0.081032534,0.082385151,0.108551896,0.104345004,0.10012025,0.10464082,0.09088692
0.0900067,0.230807,0.140855554,0.092798038,0.112905169,0.115331694,0.11880655,0.12660135,0.109266065,0.111211106,0.151290324,0.148052348,0.157274479,0.146040168,0.11959459,0.11600601,0.12310551,0.11958789,0.122067855,0.105474398,0.136596177,0.085274213,0.109835259,0.119164943,0.121011018,0.128981804,0.099945958,0.099396904,0.095794086,0.10232099,0.08816091
